,股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,高盛,GS,2000-01-03,29.04,23.17,29.23,22.61,1822600,0.0,22.8,-20.21,-5.87,0.41
1,高盛,GS,2000-01-04,21.86,17.62,22.36,17.12,1647700,0.0,22.62,-23.95,-5.55,0.37
2,高盛,GS,2000-01-05,15.74,13.75,16.74,13.25,1516600,0.0,19.81,-21.96,-3.87,0.34
3,高盛,GS,2000-01-06,13.5,17.12,19.36,13.5,1845100,0.0,42.62,24.51,3.37,0.41
4,高盛,GS,2000-01-07,17.93,17.43,18.05,14.75,1127400,0.0,19.28,1.81,0.31,0.25
5,高盛,GS,2000-01-10,16.62,19.24,19.74,16.62,803100,0.0,17.9,10.38,1.81,0.18
6,高盛,GS,2000-01-11,19.86,19.68,21.11,19.43,808600,0.0,8.73,2.29,0.44,0.18
7,高盛,GS,2000-01-12,18.99,19.24,20.86,18.24,916100,0.0,13.31,-2.24,-0.44,0.2
8,高盛,GS,2000-01-13,19.99,19.36,19.99,17.74,711000,0.0,11.69,0.62,0.12,0.16
9,高盛,GS,2000-01-14,20.36,20.49,21.8,20.18,607000,0.0,8.37,5.84,1.13,0.14
10,高盛,GS,2000-01-18,19.86,21.74,23.98,19.61,1095700,0.0,21.33,6.1,1.25,0.24
11,高盛,GS,2000-01-19,21.74,22.42,24.23,21.61,636900,0.0,12.05,3.13,0.68,0.14
12,高盛,GS,2000-01-20,22.1,21.04,23.04,19.98,621800,0.0,13.65,-6.16,-1.38,0.14
13,高盛,GS,2000-01-21,21.29,20.79,21.29,19.66,542500,0.0,7.75,-1.19,-0.25,0.12
14,高盛,GS,2000-01-24,22.6,16.85,22.6,16.6,712900,0.0,28.86,-18.95,-3.94,0.16
15,高盛,GS,2000-01-25,18.1,18.97,19.29,17.47,749300,0.0,10.8,12.58,2.12,0.17
16,高盛,GS,2000-01-26,19.23,23.35,23.6,19.23,1086600,0.0,23.04,23.09,4.38,0.24
17,高盛,GS,2000-01-27,23.35,24.1,25.04,22.72,702000,0.0,9.94,3.21,0.75,0.16
18,高盛,GS,2000-01-28,22.6,22.1,23.1,21.22,776800,0.0,7.8,-8.3,-2.0,0.17
19,高盛,GS,2000-01-31,22.1,26.73,26.79,21.6,801800,0.0,23.48,20.95,4.63,0.18
20,高盛,GS,2000-02-01,27.97,26.35,28.1,25.6,813100,0.0,9.35,-1.42,-0.38,0.18
21,高盛,GS,2000-02-02,25.85,26.22,26.73,23.73,964700,0.0,11.39,-0.49,-0.13,0.21
22,高盛,GS,2000-02-03,25.1,20.47,26.22,19.91,2213300,0.0,24.07,-21.93,-5.75,0.49
23,高盛,GS,2000-02-04,22.35,19.79,22.35,18.66,1451700,0.0,18.03,-3.32,-0.68,0.32
24,高盛,GS,2000-02-07,19.54,20.85,21.6,18.6,929800,0.0,15.16,5.36,1.06,0.21
25,高盛,GS,2000-02-08,20.85,24.54,24.72,20.85,1024800,0.0,18.56,17.7,3.69,0.23
26,高盛,GS,2000-02-09,24.54,21.85,24.54,21.66,397100,0.0,11.74,-10.96,-2.69,0.09
27,高盛,GS,2000-02-10,21.85,21.72,22.41,20.6,503200,0.0,8.28,-0.59,-0.13,0.11
28,高盛,GS,2000-02-11,21.54,20.22,23.85,20.1,856900,0.0,17.27,-6.91,-1.5,0.19
29,高盛,GS,2000-02-14,20.22,21.6,21.97,19.72,627800,0.0,11.13,6.82,1.38,0.14
