,股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,IBM国际商业机器(US),IBM,2000-01-03,28.05,31.45,31.45,27.5,10347700,0.0,16.68,32.81,7.77,0.57
1,IBM国际商业机器(US),IBM,2000-01-04,29.54,27.68,30.01,26.55,8227800,0.0,11.0,-11.99,-3.77,0.46
2,IBM国际商业机器(US),IBM,2000-01-05,28.52,31.45,35.03,27.74,12733200,0.0,26.34,13.62,3.77,0.71
3,IBM国际商业机器(US),IBM,2000-01-06,33.36,29.54,34.25,29.06,7971900,0.0,16.5,-6.07,-1.91,0.44
4,IBM国际商业机器(US),IBM,2000-01-07,32.64,29.06,33.3,26.31,11856700,0.0,23.66,-1.62,-0.48,0.66
5,IBM国际商业机器(US),IBM,2000-01-10,32.64,33.36,34.67,30.84,8540500,0.0,13.18,14.8,4.3,0.47
6,IBM国际商业机器(US),IBM,2000-01-11,33.23,34.31,36.34,32.04,7873300,0.0,12.89,2.85,0.95,0.44
7,IBM国际商业机器(US),IBM,2000-01-12,34.9,34.79,37.18,33.6,6803800,0.0,10.43,1.4,0.48,0.38
8,IBM国际商业机器(US),IBM,2000-01-13,35.21,33.6,36.22,31.21,8489700,0.0,14.4,-3.42,-1.19,0.47
9,IBM国际商业机器(US),IBM,2000-01-14,36.16,34.9,38.43,32.88,10956600,0.0,16.52,3.87,1.3,0.61
10,IBM国际商业机器(US),IBM,2000-01-18,34.97,31.21,35.03,30.49,7643900,0.0,13.01,-10.57,-3.69,0.42
11,IBM国际商业机器(US),IBM,2000-01-19,31.03,34.79,37.18,28.28,8634500,0.0,28.52,11.47,3.58,0.48
12,IBM国际商业机器(US),IBM,2000-01-20,38.13,34.31,39.8,34.31,17783400,0.0,15.78,-1.38,-0.48,0.99
13,IBM国际商业机器(US),IBM,2000-01-21,37.05,36.7,38.13,35.21,7868700,0.0,8.51,6.97,2.39,0.44
14,IBM国际商业机器(US),IBM,2000-01-24,37.05,36.7,38.01,31.98,6499200,0.0,16.43,0.0,0.0,0.36
15,IBM国际商业机器(US),IBM,2000-01-25,32.16,34.43,34.79,31.45,6936900,0.0,9.1,-6.19,-2.27,0.38
16,IBM国际商业机器(US),IBM,2000-01-26,34.37,32.16,35.21,31.45,4895100,0.0,10.92,-6.59,-2.27,0.27
17,IBM国际商业机器(US),IBM,2000-01-27,33.36,29.06,33.78,27.26,8324600,0.0,20.27,-9.64,-3.1,0.46
18,IBM国际商业机器(US),IBM,2000-01-28,28.34,27.21,29.72,25.77,6669400,0.0,13.59,-6.37,-1.85,0.37
19,IBM国际商业机器(US),IBM,2000-01-31,27.02,27.86,28.4,25.35,6202700,0.0,11.21,2.39,0.65,0.34
20,IBM国际商业机器(US),IBM,2000-02-01,27.98,25.72,29.0,24.87,7304700,0.0,14.82,-7.68,-2.14,0.4
21,IBM国际商业机器(US),IBM,2000-02-02,27.63,29.06,31.26,26.07,7707700,0.0,20.18,12.99,3.34,0.43
22,IBM国际商业机器(US),IBM,2000-02-03,30.49,32.52,32.88,29.59,6213800,0.0,11.32,11.91,3.46,0.34
23,IBM国际商业机器(US),IBM,2000-02-04,33.54,31.08,33.78,30.31,5405300,0.0,10.67,-4.43,-1.44,0.3
24,IBM国际商业机器(US),IBM,2000-02-07,31.45,29.65,32.28,28.7,5779500,0.0,11.52,-4.6,-1.43,0.32
25,IBM国际商业机器(US),IBM,2000-02-08,32.46,34.25,34.43,31.74,5464300,0.0,9.07,15.51,4.6,0.3
26,IBM国际商业机器(US),IBM,2000-02-09,34.43,32.87,35.14,32.52,5374700,0.0,7.65,-4.03,-1.38,0.3
27,IBM国际商业机器(US),IBM,2000-02-10,33.18,34.54,34.54,32.39,4446600,0.0,6.54,5.08,1.67,0.25
28,IBM国际商业机器(US),IBM,2000-02-11,34.48,30.96,34.85,30.19,5749400,0.0,13.49,-10.36,-3.58,0.32
29,IBM国际商业机器(US),IBM,2000-02-14,31.56,31.62,31.91,30.13,4544000,0.0,5.75,2.13,0.66,0.25
30,IBM国际商业机器(US),IBM,2000-02-15,31.44,32.63,32.94,29.53,5177500,0.0,10.78,3.19,1.01,0.29
31,IBM国际商业机器(US),IBM,2000-02-16,32.04,31.32,32.81,30.84,3966900,0.0,6.04,-4.01,-1.31,0.22
32,IBM国际商业机器(US),IBM,2000-02-17,32.04,32.28,34.3,31.32,5237500,0.0,9.51,3.07,0.96,0.29
33,IBM国际商业机器(US),IBM,2000-02-18,30.84,28.22,31.5,27.26,7673400,0.0,13.14,-12.58,-4.06,0.43
34,IBM国际商业机器(US),IBM,2000-02-22,27.74,26.79,29.12,24.64,7654800,0.0,15.88,-5.07,-1.43,0.42
35,IBM国际商业机器(US),IBM,2000-02-23,26.31,24.64,26.31,24.4,7435300,0.0,7.13,-8.03,-2.15,0.41
36,IBM国际商业机器(US),IBM,2000-02-24,24.69,26.31,26.79,24.1,9112000,0.0,10.92,6.78,1.67,0.51
37,IBM国际商业机器(US),IBM,2000-02-25,25.71,23.92,25.71,21.0,10312200,0.0,17.9,-9.08,-2.39,0.57
38,IBM国际商业机器(US),IBM,2000-02-28,20.69,20.58,22.49,20.04,8479900,0.0,10.24,-13.96,-3.34,0.47
39,IBM国际商业机器(US),IBM,2000-02-29,21.59,18.91,21.59,17.18,10484900,0.0,21.43,-8.11,-1.67,0.58
40,IBM国际商业机器(US),IBM,2000-03-01,18.19,16.52,21.53,16.34,10807800,0.0,27.45,-12.64,-2.39,0.6
41,IBM国际商业机器(US),IBM,2000-03-02,16.76,19.26,21.47,15.8,11192900,0.0,34.32,16.59,2.74,0.62
42,IBM国际商业机器(US),IBM,2000-03-03,23.2,23.92,25.83,22.07,10162800,0.0,19.52,24.2,4.66,0.57
43,IBM国际商业机器(US),IBM,2000-03-06,25.77,19.2,26.79,17.23,10747400,0.0,39.97,-19.73,-4.72,0.6
44,IBM国际商业机器(US),IBM,2000-03-07,22.01,19.14,22.96,17.89,10035100,0.0,26.41,-0.31,-0.06,0.56
45,IBM国际商业机器(US),IBM,2000-03-08,19.14,22.25,22.84,18.91,8376400,0.0,20.53,16.25,3.11,0.47
46,IBM国际商业机器(US),IBM,2000-03-09,22.49,23.92,23.92,20.21,6334100,0.0,16.67,7.51,1.67,0.35
47,IBM国际商业机器(US),IBM,2000-03-10,23.56,21.29,24.87,21.05,7093200,0.0,15.97,-10.99,-2.63,0.4
48,IBM国际商业机器(US),IBM,2000-03-13,20.1,23.62,24.87,18.67,7871000,0.0,29.12,10.94,2.33,0.44
49,IBM国际商业机器(US),IBM,2000-03-14,23.68,24.51,25.83,23.32,7973700,0.0,10.63,3.77,0.89,0.44
50,IBM国际商业机器(US),IBM,2000-03-15,23.44,22.96,24.16,22.12,5665900,0.0,8.32,-6.32,-1.55,0.32
51,IBM国际商业机器(US),IBM,2000-03-16,24.87,24.87,25.65,23.8,6622500,0.0,8.06,8.32,1.91,0.37
52,IBM国际商业机器(US),IBM,2000-03-17,24.16,25.83,27.44,23.62,8857300,0.0,15.36,3.86,0.96,0.49
53,IBM国际商业机器(US),IBM,2000-03-20,25.83,28.46,29.05,25.77,6563500,0.0,12.7,10.18,2.63,0.37
54,IBM国际商业机器(US),IBM,2000-03-21,28.51,29.17,30.31,27.68,6771600,0.0,9.24,2.49,0.71,0.38
55,IBM国际商业机器(US),IBM,2000-03-22,30.13,29.89,30.96,29.53,6137800,0.0,4.9,2.47,0.72,0.34
56,IBM国际商业机器(US),IBM,2000-03-23,31.44,30.84,31.44,27.38,6492400,0.0,13.58,3.18,0.95,0.36
57,IBM国际商业机器(US),IBM,2000-03-24,30.96,35.97,37.53,30.66,12125600,0.0,22.28,16.63,5.13,0.68
58,IBM国际商业机器(US),IBM,2000-03-27,40.16,41.94,43.26,39.79,11862900,0.0,9.65,16.6,5.97,0.66
59,IBM国际商业机器(US),IBM,2000-03-28,40.87,37.77,42.07,37.35,8149600,0.0,11.25,-9.94,-4.17,0.45
60,IBM国际商业机器(US),IBM,2000-03-29,37.59,34.43,37.71,33.95,7312300,0.0,9.95,-8.84,-3.34,0.41
61,IBM国际商业机器(US),IBM,2000-03-30,34.3,38.01,38.25,34.13,9158000,0.0,11.97,10.4,3.58,0.51
62,IBM国际商业机器(US),IBM,2000-03-31,37.88,33.82,38.96,32.57,8015200,0.0,16.81,-11.02,-4.19,0.45
63,IBM国际商业机器(US),IBM,2000-04-03,35.38,37.29,37.65,34.85,7715600,0.0,8.28,10.26,3.47,0.43
64,IBM国际商业机器(US),IBM,2000-04-04,36.81,36.52,42.01,30.66,16667200,0.0,30.44,-2.06,-0.77,0.93
65,IBM国际商业机器(US),IBM,2000-04-05,35.86,40.16,40.87,35.14,8693500,0.0,15.69,9.97,3.64,0.48
66,IBM国际商业机器(US),IBM,2000-04-06,38.72,38.01,43.02,37.88,8887400,0.0,12.8,-5.35,-2.15,0.5
67,IBM国际商业机器(US),IBM,2000-04-07,38.72,38.36,40.82,36.81,5380300,0.0,10.55,0.92,0.35,0.3
68,IBM国际商业机器(US),IBM,2000-04-10,39.92,37.41,40.51,36.87,5507300,0.0,9.49,-2.48,-0.95,0.31
69,IBM国际商业机器(US),IBM,2000-04-11,36.93,34.78,36.93,33.29,7738700,0.0,9.73,-7.03,-2.63,0.43
70,IBM国际商业机器(US),IBM,2000-04-12,35.02,29.41,35.02,27.44,8885200,0.0,21.79,-15.44,-5.37,0.5
71,IBM国际商业机器(US),IBM,2000-04-13,28.22,26.42,29.95,25.83,8236400,0.0,14.01,-10.17,-2.99,0.46
72,IBM国际商业机器(US),IBM,2000-04-14,25.65,21.05,28.46,19.02,11782000,0.0,35.73,-20.33,-5.37,0.66
73,IBM国际商业机器(US),IBM,2000-04-17,19.97,27.62,27.98,19.44,9969500,0.0,40.57,31.21,6.57,0.56
74,IBM国际商业机器(US),IBM,2000-04-18,27.98,27.26,30.72,25.89,8205500,0.0,17.49,-1.3,-0.36,0.46
75,IBM国际商业机器(US),IBM,2000-04-19,25.59,21.05,25.59,18.96,14674500,0.0,24.32,-22.78,-6.21,0.82
76,IBM国际商业机器(US),IBM,2000-04-20,21.05,20.1,21.29,18.25,10633300,0.0,14.44,-4.51,-0.95,0.59
77,IBM国际商业机器(US),IBM,2000-04-24,18.19,22.49,23.15,17.47,8523100,0.0,28.26,11.89,2.39,0.48
78,IBM国际商业机器(US),IBM,2000-04-25,22.49,28.22,28.7,22.43,9576400,0.0,27.88,25.48,5.73,0.53
79,IBM国际商业机器(US),IBM,2000-04-26,28.22,26.31,29.59,24.87,6182800,0.0,16.73,-6.77,-1.91,0.34
80,IBM国际商业机器(US),IBM,2000-04-27,25.35,26.42,28.81,24.58,6317500,0.0,16.08,0.42,0.11,0.35
81,IBM国际商业机器(US),IBM,2000-04-28,27.74,27.26,28.4,25.94,4888600,0.0,9.31,3.18,0.84,0.27
82,IBM国际商业机器(US),IBM,2000-05-01,28.22,27.74,28.88,26.25,4196100,0.0,9.65,1.76,0.48,0.23
